category,file,title,description,new,status,link,failure_reason,andrew_id
cross-cutting,xl-lq-chains.test.ts,XL-063: react → removeValidator → verify solvency,React → removeValidator → verify solvency,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1832,,
cross-cutting,xl-lq-chains.test.ts,XL-064: migration to ETH → EB → liquidate → reactivate chain,Migration to ETH → EB → liquidate → reactivate chain,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1854,,
cross-cutting,xl-lq-chains.test.ts,XL-065: EB → removeOperator → liquidate reverts with Panic 0x11,EB → removeOperator → liquidate reverts with Panic 0x11,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xl-lq-chains.test.ts#L1883,,
cross-cutting,xo-op-cluster.test.ts,XO-009: reactivate cluster after liquidation with removed operator,Reactivate cluster after liquidation with removed operator,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L294,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-010: new cluster with remaining operators after 1 removed from group,New cluster with remaining operators after 1 removed from group,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L349,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-012: fee increase reduces available balance — withdraw limited,Fee increase reduces available balance — withdraw limited,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L370,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-013: fee reduction enables withdraw that was previously blocked,Fee reduction enables withdraw that was previously blocked,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L405,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,"XO-015: fee declared before EB update, executed after — uses post-EB vUnits","Fee declared before EB update, executed after — uses post-EB vUnits",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L432,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-021: fee change on shared operator — both clusters settle correctly,Fee change on shared operator — both clusters settle correctly,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L468,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-038: multiple operators increase fees sequentially — compound burn rate,Multiple operators increase fees sequentially — compound burn rate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L508,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-039: fee increase + EB increase compound — accelerated balance drain,Fee increase + EB increase compound — accelerated balance drain,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L539,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-040: operator fee reduced to zero — burn rate drops,Operator fee reduced to zero — burn rate drops,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L574,,A-ACT-25; A-BOUND-05; A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-045: declare fee then remove operator — execute reverts OperatorDoesNotExist,Declare fee then remove operator — execute reverts OperatorDoesNotExist,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L598,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-046: reduce fee on removed operator — reverts OperatorDoesNotExist,Reduce fee on removed operator — reverts OperatorDoesNotExist,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L625,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-047: operator earnings + cluster withdraw — no double-counting,Operator earnings + cluster withdraw — no double-counting,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L644,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-049: fee change persists through liquidation-reactivation,Fee change persists through liquidation-reactivation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L681,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-053: fee change and withdraw in same block — index jump visible,Fee change and withdraw in same block — index jump visible,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L728,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-016: EB update on cluster with removed operator — vUnits written to removed op,EB update on cluster with removed operator — vUnits written to removed op,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L760,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-017: EB increase then decrease with removed operator,EB increase then decrease with removed operator,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L791,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-018: EB increase triggers auto-liquidation with removed operator,EB increase triggers auto-liquidation with removed operator,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L828,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-019: two clusters share removed op — both withdraw with 3-op rate,Two clusters share removed op — both withdraw with 3-op rate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L869,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-020: two clusters with removed op — deposits succeed,Two clusters with removed op — deposits succeed,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L913,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-022: EB update then op removal — final earnings include EB-weighted accrual,EB update then op removal — final earnings include EB-weighted accrual,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L949,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-023: second EB update after op removal — removed op stays clean,Second EB update after op removal — removed op stays clean,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L991,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-024: withdrawOperatorEarnings on removed operator — reverts,WithdrawOperatorEarnings on removed operator — reverts,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1025,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-041: all 4 operators removed — withdraw succeeds (zero burn rate),All 4 operators removed — withdraw succeeds (zero burn rate),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1044,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-044: two clusters share removed op1 — both settle with 3-op rate,Two clusters share removed op1 — both settle with 3-op rate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1071,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-052: remove all validators from explicit-EB cluster with removed op,Remove all validators from explicit-EB cluster with removed op,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1110,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-054: operator removal and cluster withdraw — sees zeroed fee immediately,Operator removal and cluster withdraw — sees zeroed fee immediately,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1146,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-058: 1000 blocks with removed operator — 3-op burn rate correct,1000 blocks with removed operator — 3-op burn rate correct,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1176,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-059: withdraw after op removal from explicit-EB cluster — vUnits unchanged,Withdraw after op removal from explicit-EB cluster — vUnits unchanged,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1208,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-061: replace removed op with new op in new cluster,Replace removed op with new op in new cluster,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1261,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-062: withdraw earnings then remove operator — no double payout,Withdraw earnings then remove operator — no double payout,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1298,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-065: removed op1 stale vUnits do not contaminate op2 earnings,Removed op1 stale vUnits do not contaminate op2 earnings,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1343,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-066: removeOperator then liquidate — no underflow,RemoveOperator then liquidate — no underflow,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1377,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-067: removeOperator then remove last validator — no underflow,RemoveOperator then remove last validator — no underflow,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1407,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-068: shared removed op + other cluster EB update — no underflow,Shared removed op + other cluster EB update — no underflow,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1431,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-027: privacy change blocks non-whitelisted validator registration,Privacy change blocks non-whitelisted validator registration,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1471,,A-ACT-30; A-ACT-31; A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-028: privacy change has no effect on deposit,Privacy change has no effect on deposit,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1497,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-029: privacy change has no effect on withdraw,Privacy change has no effect on withdraw,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1520,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-030: privacy change has no effect on removeValidator,Privacy change has no effect on removeValidator,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1542,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-031: privacy change has no effect on liquidation,Privacy change has no effect on liquidation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1563,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-032: privacy change has no effect on reactivation,Privacy change has no effect on reactivation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1586,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-033: EB increase raises liquidation threshold — higher drain rate,EB increase raises liquidation threshold — higher drain rate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1633,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-034: EB increase then deposit — withdraw succeeds,EB increase then deposit — withdraw succeeds,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1663,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-035: EB update on liquidated cluster — reactivation uses stored vUnits,EB update on liquidated cluster — reactivation uses stored vUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1694,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-036: deposit+withdraw on liquidated cluster — no fee settlement,Deposit+withdraw on liquidated cluster — no fee settlement,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1739,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-037: reactivation after liquidation with removed op — deviation skips removed,Reactivation after liquidation with removed op — deviation skips removed,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1772,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-042: remove all validators from explicit-EB cluster — deviation cleaned,Remove all validators from explicit-EB cluster — deviation cleaned,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1818,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-048: EB-weighted operator earnings — fee change settles at deviation rate,EB-weighted operator earnings — fee change settles at deviation rate,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1872,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-050: EB persists through liquidation-reactivation — threshold reflects vUnits,EB persists through liquidation-reactivation — threshold reflects vUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1902,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-051: EB changed while liquidated — reactivation uses latest vUnits,EB changed while liquidated — reactivation uses latest vUnits,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1946,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,"XO-055: two clusters, one explicit EB — operator earnings include deviation from EB cluster only","Two clusters, one explicit EB — operator earnings include deviation from EB cluster only",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L1994,,A-FEE-03
cross-cutting,xo-op-cluster.test.ts,XO-056: alternating EB updates and fee changes — earnings sum segments correctly,Alternating EB updates and fee changes — earnings sum segments correctly,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/cross-cutting/xo-op-cluster.test.ts#L2027,,A-FEE-03
